"Registered Political Party - English","Registered Political Party - French","Abbreviation - English","Abbreviation - French","Registration Date","President","Leader","Address","Phone","Fax","Email","Web Address","Association Electoral District",
"Ontario Party","Parti Ontario","Ontario Party","Parti Ontario","April 10, 2024","Tom Marazzo","Derek Sloan","P.O. Box 1645 Belleville ON K8N 0A5","","","","http://www.Ontarioparty.ca","120 - York Centre",
"Party for People with Special Needs","Parti pour les gens qui ont des besoins spéciaux","Party for People with Special Needs","Parti pour les gens qui ont des besoins spéciaux","September 18, 2007","Lionel Wayne Poizner","Lionel Wayne Poizner","94 Armour Blvd Toronto ON M3H 1L7","(289) 459-0772","(289) 459-1200","lionelwaynepoizner@gmail.com","","025 - Eglinton—Lawrence",
"Party for People with Special Needs","Parti pour les gens qui ont des besoins spéciaux","Party for People with Special Needs","Parti pour les gens qui ont des besoins spéciaux","September 18, 2007","Lionel Wayne Poizner","Lionel Wayne Poizner","94 Armour Blvd Toronto ON M3H 1L7","(289) 459-0772","(289) 459-1200","lionelwaynepoizner@gmail.com","","110 - Toronto—Danforth",
"Populist Party Ontario","Parti Populiste Ontario","Populist Ontario","Populiste Ontario","May 09, 2022","Shelley Batcules","Jim Torma","4310 Bartlett Road Beamsville ON L3J 0Y9","(905) 933-8811","","info@ppont.ca","https://www.populistpartyontario.com/","",
"Progress Party Ontario","Parti Progrès de l'Ontario","Progress Party Ontario","Parti Progrès de l'Ontario","February 13, 2025","Ghassan Kefeiri","SANA AHMAD","11-1350 Matheson Blvd. E. Mississauga ON L4W 4M1","(647) 872-4555","","info@progressontario.org","","",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","001 - Ajax",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","002 - Algoma—Manitoulin",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","003 - Aurora—Oak Ridges—Richmond Hill",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","004 - Barrie—Innisfil",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","005 - Barrie—Springwater—Oro-Medonte",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","006 - Bay of Quinte",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","007 - Beaches—East York",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","008 - Brampton Centre",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","009 - Brampton East",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","010 - Brampton North",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","011 - Brampton South",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","012 - Brampton West",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","013 - Brantford—Brant",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","014 - Bruce—Grey—Owen Sound",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","015 - Burlington",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","016 - Cambridge",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","017 - Carleton",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","018 - Chatham-Kent—Leamington",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","019 - Davenport",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","020 - Don Valley East",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","021 - Don Valley North",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","022 - Don Valley West",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","023 - Dufferin—Caledon",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","024 - Durham",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","025 - Eglinton—Lawrence",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","026 - Elgin—Middlesex—London",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","027 - Essex",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","028 - Etobicoke Centre",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","029 - Etobicoke—Lakeshore",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","030 - Etobicoke North",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","031 - Flamborough—Glanbrook",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","032 - Glengarry—Prescott—Russell",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","033 - Guelph",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","034 - Haldimand—Norfolk",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","035 - Haliburton—Kawartha Lakes—Brock",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","036 - Hamilton Centre",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","037 - Hamilton East—Stoney Creek",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","038 - Hamilton Mountain",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","039 - Hamilton West—Ancaster—Dundas",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","040 - Hastings—Lennox and Addington",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","041 - Humber River—Black Creek",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","042 - Huron—Bruce",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","043 - Kanata—Carleton",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","044 - Kenora—Rainy River",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","045 - King—Vaughan",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","046 - Kingston and the Islands",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","047 - Kitchener Centre",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","048 - Kitchener—Conestoga",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","049 - Kitchener South—Hespeler",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","050 - Lambton—Kent—Middlesex",
"Progressive Conservative Party of Ontario","Parti progressiste-conservateur de l'Ontario","PC Party of Ontario","Parti PC de l’Ontario","February 13, 1975","Michael Diamond","Doug Ford","400-56 ABERFOYLE CRES  ETOBICOKE ON M8X2W4","(416) 861-0020","(416) 861-9593","","http://www.ontariopc.com","051 - Lanark—Frontenac—Kingston",
